               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss, train/cls_task_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,   val/cls_task_loss,               x/lr0,               x/lr1,               x/lr2
                 273,             0.01369,           0.0006639,          0.00036677,           0.0019062,             0.75844,              0.7655,             0.74192,             0.30476,            0.030498,           0.0012218,          0.00042154,             0.44214,             0.00184,             0.00184,             0.00184
                 274,            0.013744,          0.00066869,          0.00044525,           0.0010999,             0.75972,             0.75382,             0.74891,              0.3093,            0.030662,           0.0012272,          0.00042229,             0.45703,             0.00181,             0.00181,             0.00181
                 275,            0.013752,          0.00066844,          0.00037456,           0.0013785,             0.80446,             0.74075,             0.75087,             0.30721,            0.031102,           0.0012399,          0.00042166,             0.44409,             0.00178,             0.00178,             0.00178
                 276,            0.013451,          0.00064384,          0.00036497,           0.0012206,             0.82014,             0.73411,             0.74847,             0.30273,            0.030952,           0.0012471,           0.0004192,             0.44409,             0.00175,             0.00175,             0.00175
                 277,            0.013303,          0.00065842,          0.00036249,           0.0013012,             0.77808,             0.76213,             0.74969,             0.30888,            0.030729,           0.0012389,           0.0004141,             0.45654,             0.00172,             0.00172,             0.00172
                 278,            0.013294,          0.00065213,          0.00035646,           0.0010518,             0.79514,             0.74924,             0.75499,             0.31431,             0.03095,           0.0012373,          0.00041227,             0.44214,             0.00169,             0.00169,             0.00169
                 279,            0.013986,          0.00065812,          0.00038565,           0.0011724,             0.83248,             0.73238,             0.75932,             0.31013,            0.031234,           0.0012296,          0.00041239,             0.44409,             0.00166,             0.00166,             0.00166
                 280,            0.013644,          0.00065197,          0.00036091,           0.0015682,             0.83528,             0.72759,             0.75359,             0.31288,             0.03041,           0.0012254,          0.00041199,             0.43433,             0.00163,             0.00163,             0.00163
                 281,            0.014031,           0.0006621,          0.00034203,           0.0017112,             0.82073,             0.71911,             0.74744,             0.30982,            0.031003,           0.0012365,          0.00041353,             0.42969,              0.0016,              0.0016,              0.0016
                 282,            0.013456,           0.0006719,          0.00036609,            0.001246,             0.81249,             0.72763,             0.74765,             0.31106,             0.03064,           0.0012417,          0.00041565,             0.42847,             0.00157,             0.00157,             0.00157
                 283,            0.013497,          0.00065161,           0.0003325,           0.0020163,             0.78229,             0.75401,             0.75112,             0.31912,            0.031117,            0.001253,          0.00041817,             0.43555,             0.00154,             0.00154,             0.00154
                 284,            0.013624,          0.00064951,            0.000387,           0.0026915,             0.81909,             0.72891,             0.74421,             0.31185,            0.031206,           0.0012489,          0.00042183,             0.43115,             0.00151,             0.00151,             0.00151
                 285,            0.013494,          0.00066308,           0.0003482,           0.0018464,             0.81588,              0.7377,             0.75189,             0.30806,            0.030914,           0.0012445,          0.00042257,             0.42651,             0.00148,             0.00148,             0.00148
                 286,            0.013323,          0.00065862,          0.00036191,           0.0015738,             0.79996,             0.72248,             0.73411,             0.31174,            0.030832,           0.0012648,          0.00042246,             0.43945,             0.00145,             0.00145,             0.00145
                 287,            0.013421,          0.00064694,          0.00035434,           0.0022465,             0.78232,             0.75098,              0.7582,             0.31503,            0.031268,           0.0012711,          0.00042429,             0.41162,             0.00142,             0.00142,             0.00142
                 288,            0.013419,          0.00065809,          0.00035876,           0.0015045,             0.77622,             0.75463,             0.75145,             0.31384,             0.03099,           0.0012562,           0.0004224,             0.44385,             0.00139,             0.00139,             0.00139
                 289,            0.013695,          0.00065558,          0.00033384,           0.0011176,             0.76025,             0.73766,             0.73117,             0.30597,            0.031258,           0.0012505,          0.00042023,             0.43311,             0.00136,             0.00136,             0.00136
                 290,            0.013614,          0.00065994,          0.00038008,           0.0016999,              0.8107,             0.72482,             0.74589,             0.30526,            0.031024,           0.0012483,          0.00041794,             0.43506,             0.00133,             0.00133,             0.00133
                 291,            0.013274,          0.00063961,          0.00034877,            0.004088,               0.757,             0.71388,             0.71433,             0.30484,            0.031243,           0.0012647,          0.00041559,             0.45386,              0.0013,              0.0013,              0.0013
                 292,            0.013369,          0.00065704,          0.00036913,           0.0012324,             0.74621,             0.71084,             0.71125,             0.30357,             0.03123,           0.0012643,          0.00041107,              0.4585,             0.00127,             0.00127,             0.00127
                 293,            0.013236,          0.00064363,          0.00037571,           0.0021883,             0.78055,             0.72847,             0.73222,             0.30949,            0.031481,           0.0012672,          0.00040792,             0.43872,             0.00124,             0.00124,             0.00124
                 294,            0.013545,          0.00065507,          0.00037597,          0.00098168,             0.77031,             0.74329,             0.73497,             0.31824,            0.031367,            0.001266,          0.00040489,             0.44531,             0.00121,             0.00121,             0.00121
                 295,            0.013558,          0.00065997,          0.00037367,           0.0011446,             0.79886,             0.74412,              0.7471,             0.31092,            0.031419,           0.0012726,          0.00040186,             0.43311,             0.00118,             0.00118,             0.00118
                 296,            0.013014,          0.00064227,          0.00033958,           0.0010878,             0.77947,             0.73152,             0.73106,             0.30686,            0.031354,           0.0012719,          0.00040272,               0.448,             0.00115,             0.00115,             0.00115
                 297,            0.012995,          0.00063865,          0.00034756,           0.0014796,             0.78014,             0.71925,             0.72419,              0.3103,            0.031146,            0.001257,          0.00040358,             0.42261,             0.00112,             0.00112,             0.00112
                 298,            0.013075,          0.00062963,          0.00034284,           0.0013891,             0.78926,             0.72861,             0.74001,             0.30796,            0.030545,           0.0012409,          0.00040438,             0.43042,             0.00109,             0.00109,             0.00109
                 299,            0.013326,          0.00065683,          0.00032968,           0.0012844,             0.78218,             0.72861,             0.73899,             0.30612,             0.03077,           0.0012333,          0.00040701,             0.44287,             0.00106,             0.00106,             0.00106
